,name,appid
19370,Shardlight,1
19371,Shards of Azuria,1
19372,Shards of Eradine,1
19373,Shards of Infinity,1
19374,Shards the Deckbuilder,1
19375,Share,1
19376,Shark Attack Deathmatch 2,1
19377,Shark Dating Simulator XL,1
19378,Shark Simulator,1
19379,Sharknado VR: Eye of the Storm,1
19380,Sharp,1
19381,SharpShooter3D,1
19382,Sharpe Investigations: Death on the Seine,1
19383,Shatter,1
19384,Shatter EVERYTHING (VR),1
19385,Shatter Quest,1
19386,Shattered,1
19387,Shattered God - Quest for the Divine Relic,1
19388,Shattered Haven,1
19389,Shattered Planet,1
19390,Shattered Steel,1
19391,Shattered Throne,1
19392,Shattered Union,1
19393,Shaverma: Ravshan Edition,1
19394,Shawy Adventures,1
19395,She Remembered Caterpillars,1
19396,She Wants Me Dead,1
19397,She and the Light Bearer,1
19398,She is Mermaid,1
19399,Sheep Collision,1
19400,Sheep Game,1
19401,Sheepageddon,1
19402,ShellBlast: Legacy Edition,1
19403,ShellShock Live,1
19404,Shelter,1
19405,Shelter 2,1
19406,Sheltered,1
19407,Shenmue I & II,1
19408,Shennong: Taste of Illusion,1
19409,Shepard Fairey VR - DAMAGED,1
19410,Shepherds of the Abyss,1
19411,Shephy,1
19412,Sherlock Holmes - Nemesis,1
19413,Sherlock Holmes Consulting Detective: The Case of the Mummy's Curse,1
19414,Sherlock Holmes Consulting Detective: The Case of the Mystified Murderess,1
19415,Sherlock Holmes Consulting Detective: The Case of the Tin Soldier,1
19416,Sherlock Holmes and The Hound of The Baskervilles,1
19417,Sherlock Holmes versus Jack the Ripper,1
19418,Sherlock Holmes: Crimes and Punishments,1
19419,Sherlock Holmes: The Awakened - Remastered Edition,1
19420,Sherlock Holmes: The Devil's Daughter,1
19421,Sherlock Holmes: The Mystery of the Mummy,1
19422,Sherlock Holmes: The Silver Earring,1
19423,Shield Impact,1
19424,Shieldwall Chronicles: Swords of the North,1
19425,Shift,1
19426,Shift 2 Unleashed,1
19427,Shift Happens,1
19428,Shift Orb,1
19429,Shift Quantum,1
19430,Shift Shaft,1
19431,Shiftlings,1
19432,Shigatari,1
19433,Shikhondo(食魂徒) - Soul Eater,1
19434,Shimmer,1
19435,Shin Samurai Jazz,1
19436,ShineG Has Nightmares,1
19437,ShineG In Bumpercat,1
19438,ShineG In Future Factory,1
19439,ShineG In The Bullethell,1
19440,ShineG In The SeaFight,1
19441,ShineG In The Zombies,1
19442,Shiness: The Lightning Kingdom,1
19443,Shining Hotel: Lost in Nowhere,1
19444,Shining Orb Prequel,1
19445,Shining Plume,1
19446,Shining Plume 2,1
19447,Shining Resonance Refrain,1
19448,Shining Song Starnova,1
19449,Shinobi Bad Buddies,1
19450,Shinrin-yoku: Forest Meditation and Relaxation,1
19451,Shiny,1
19452,Shiny Gauntlet,1
19453,Shiny The Firefly,1
19454,Shio,1
19455,Ship Ahoy Open BETA,1
19456,Ship It,1
19457,Ship Simulator Extremes,1
19458,Ship Simulator: Maritime Search and Rescue,1
19459,ShipLord,1
19460,Shiperoids,1
19461,Shipped,1
19462,Ships 2017,1
19463,Shipwreck,1
19464,Shit Storm,1
19465,Shiver,1
19466,Shiver: Poltergeist Collector's Edition,1
19467,Shiver: Vanishing Hitchhiker Collector's Edition,1
19468,Shivering Sky,1
19469,Shmadow,1
19470,Shmup Love Boom,1
19471,Shmup Moments,1
19472,Shmups Skill Test シューティング技能検定,1
19473,Shn!p,1
19474,Shock Tactics,1
19475,Shoemaker,1
19476,Shogo: Mobile Armor Division,1
19477,Shonen Idle Z,1
19478,Shoot 'Em Up Kit,1
19479,Shoot 1UP,1
19480,Shoot Mania VR: Fun Zombies,1
19481,Shoot Paint,1
19482,Shoot Shoot Mega Pack,1
19483,Shoot'n'Scroll 3D,1
19484,ShootMania Storm,1
19485,Shooter Game,1
19486,Shooting Chicken Insanity Chickens,1
19487,Shooting Hurts,1
19488,Shooting Stars!,1
19489,Shooting over it : to be a star,1
19490,Shootout on Cash Island,1
19491,Shoottera,1
19492,Shooty Fruity,1
19493,Shooty Skies,1
19494,Shooty Squad,1
19495,Shop Battle,1
19496,Shop Heroes,1
19497,Shop Manager : Video Game Tycoon,1
19498,Shop Tycoon The Boss,1
19499,Shop-n-Spree: Shopping Paradise,1
19500,Shopkeeper Simulator VR,1
19501,Shoppe Keep,1
19502,Shoppe Keep 2 - Business and Agriculture RPG Simulation,1
19503,Shoppe Keep 2 Character Creator Preview,1
19504,Shopping Clutter 2: Christmas Square,1
19505,Shopping Tycoon,1
19506,Shoppy Mart: Steam Edition,1
19507,Short Life,1
19508,Short Stories Collection of Class Tangerine,1
19509,Shortest Trip to Earth,1
19510,Shot In The Dark,1
19511,Shot Online,1
19512,Shot Shot Tactic,1
19513,ShotForge,1
19514,Shotgun Farmers,1
19515,Shotgun Legend,1
19516,Shotgun Raiders,1
19517,Shoujo City,1
19518,Shout Of Survival,1
19519,Shovel Knight: Specter of Torment,1
19520,Shovel Knight: Treasure Trove,1
19521,Show It 2 Me,1
19522,Show Must Go On,1
19523,Showdown Adventure,1
19524,Showdown at Willow Creek,1
19525,ShowdownVR,1
19526,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,1
19527,Showing Tonight: Mindhunters Incident,1
19528,Shp Space,1
19529,Shred! 2 - Freeride Mountainbiking,1
19530,Shred! Downhill Mountain Biking,1
19531,Shrines Of Sacred Essenсe,1
19532,Shrinking Pains,1
19533,Shrooms,1
19534,Shroud of the Avatar: Forsaken Virtues,1
19535,Shrouded in Sanity: Freebirth,1
19536,Shrug Island - The Meeting,1
19537,Shtriga: Summer Camp,1
19538,Shu,1
19539,Shu's Garden,1
19540,Shudder,1
19541,Shuffle!,1
19542,Shufflepuck Cantina Deluxe,1
19543,Shut Eye,1
19544,Shut Up And Dig,1
19545,Shutshimi,1
19546,Shutter,1
19547,Shuttle Siege,1
19548,Shuyan Saga™,1
19549,Shwip,1
19550,ShyChess,1
19551,Si Kancil : The Adventurous Mouse Deer,1
19552,SiN Episodes: Emergence,1
19553,SiNKR,1
19554,Siam Twinstick,1
19555,Siberian Dawn,1
19556,Sick Coaster,1
19557,Sick Love - An RPG Maker Novel,1
19558,SickBrick,1
19559,Sickness,1
19560,Sid Meier's Civilization IV: Colonization,1
19561,Sid Meier's Civilization® III Complete,1
19562,Sid Meier's Civilization® IV,1
19563,Sid Meier's Civilization® V,1
19564,Sid Meier's Civilization®: Beyond Earth™,1
19565,Sid Meier's Colonization (Classic),1
19566,Sid Meier's Covert Action (Classic),1
19567,Sid Meier's Pirates!,1
19568,Sid Meier's Pirates! Gold Plus (Classic),1
19569,Sid Meier's Railroads!,1
19570,Sid Meier's Starships,1
19571,Sid Meier’s Ace Patrol,1
19572,Sid Meier’s Ace Patrol: Pacific Skies,1
19573,Sid Meier’s Civilization® VI,1
19574,Side Quest,1
19575,Sideway™ New York,1
19576,Sidewords,1
19577,Siege - Battle of Ashington,1
19578,Siege - the card game,1
19579,Siege Hammer,1
19580,Siege Saga,1
19581,Siege Wars,1
19582,Siege of Centauri,1
19583,Siege of Turtle Enclave,1
19584,SiegeVR,1
19585,Siegecraft Commander,1
19586,Sierra Madre: The Wild West,1
19587,Sig.NULL,1
19588,SightLineVR,1
19589,Sigi - A Fart for Melusina,1
19590,Sigils of Elohim,1
19591,Sigma Theory: Global Cold War,1
19592,Sign Motion,1
19593,Signal Ops,1
19594,Signal Simulator,1
19595,Signal to Noise,1
19596,Signs Of Darkness,1
19597,Signs of Life,1
19598,Silence,1
19599,Silence in Space - Season One,1
19600,Silence of the Sleep,1
19601,Silenced: The House,1
19602,Silent Depth 3D Submarine Simulation,1
19603,Silent Descent,1
19604,Silent Footsteps,1
19605,Silent Hill Homecoming,1
19606,Silent Hunter 5®: Battle of the Atlantic,1
19607,Silent Hunter® III,1
19608,Silent Hunter®: Wolves of the Pacific,1
19609,Silent Hunter®: Wolves of the Pacific U-Boat Missions,1
19610,Silent Service,1
19611,Silent Service 2,1
19612,Silent Storm Gold Edition,1
19613,Silent Tweets,1
19614,Silentium 2D,1
19615,Silhouette,1
19616,Silicon Zeroes,1
19617,Silicone-2,1
19618,Silver,1
19619,Silver Bullet: Prometheus,1
19620,Silver Creek Falls - Chapter 3,1
19621,Silver Creek Falls: Chapter 1,1
19622,Silver Creek Falls: Chapter 2,1
19623,Silver Grapple,1
19624,Silver Island,1
19625,Silver Knight,1
19626,Silver Tale,1
19627,SilverFrame(纯白星原),1
19628,SilverQuest: Gaiden,1
19629,Silverfall,1
19630,Silverfall: Earth Awakening,1
19631,Silverworld,1
19632,Sim 4K VR MediaPlayer,1
19633,Sim Junta,1
19634,Sim Racing Telemetry,1
19635,SimAirport,1
19636,SimCity™ 4 Deluxe Edition,1
19637,Simmetri,1
19638,Simmiland,1
19639,Simon the Sorcerer 2: 25th Anniversary Edition,1
19640,Simon the Sorcerer: 25th Anniversary Edition,1
19641,Simple Ball: Extended Edition,1
19642,Simple Chess,1
19643,Simple Golfing,1
19644,Simple Light Cycles,1
19645,Simple Man,1
19646,Simple RTS,1
19647,Simple Racing,1
19648,Simple Sailing,1
19649,Simple Spy,1
19650,Simple Story - Alex,1
19651,SimpleMovie,1
19652,SimplePlanes,1
19653,SimpleRockets,1
19654,SimpleRockets 2,1
19655,Simplefield,1
19656,Simplex Mundi,1
19657,Simply Chess,1
19658,Simson Tuningwerkstatt 3D,1
19659,Simutrans,1
19660,Sin Castle,1
19661,Sin Slayers: The First Sin,1
19662,SinaRun,1
19663,Sine Mora EX,1
19664,Sinewave,1
19665,Sinful Eden,1
19666,Singing Stones VR,1
19667,Singularity 5,1
19668,Singularity Roller,1
19669,Singularity™,1
19670,Sinister City,1
19671,Sinister Halloween,1
19672,Sink or Skim,1
19673,Sinking Island,1
19674,Sinless + OST,1
19675,Sins Of The Demon RPG,1
19676,Sins of a Solar Empire: Rebellion®,1
19677,Sins of a Solar Empire: Trinity®,1
19678,Sipho,1
19679,Sir! I'd Like To Report A Bug!,1
19680,"Sir, You Are Being Hunted",1
19681,Siralim,1
19682,Siralim 2,1
19683,Siralim 3,1
19684,Sirius,1
19685,Sirius: Age of the Free Agents,1
19686,Sister Travel,1
19687,Sister’s Secrecy: Arcanum Bloodlines - Premium Edition,1
19688,Sisyphus Reborn,1
19689,Sit on bottle,1
19690,Six Days of Snow,1
19691,Six Feet Under,1
19692,Six Second Slam,1
19693,Six Sides of the World,1
19694,Six-ear Macaque,1
19695,SixCubes,1
19696,SixGenerals | 六小将传说,1
19697,Sixth Grade Detective,1
19698,Sixtieth Kilometer,1
19699,SizeBlock,1
19700,Skat Stammtisch,1
19701,Skateboarding pro,1
19702,Skater Cally,1
19703,Skater XL,1
19704,Skautfold: Into the Fray,1
19705,Skautfold: Shrouded in Sanity,1
19706,Skautfold: Usurper,1
19707,Skedaddle,1
19708,Skeet: VR Target Shooting,1
19709,Skein,1
19710,Skeletal Dance Party,1
19711,Skeleton Boomerang,1
19712,Skeleton Sprint,1
19713,Skelittle: A Giant Party!!,1
19714,Skelly Selest,1
19715,Sketch Tales,1
19716,Sketchfab VR,1
19717,Ski Hard: Lorsbruck 1978,1
19718,Ski Jump VR,1
19719,Ski Park Tycoon,1
19720,Ski Region Simulator - Gold Edition,1
19721,Ski Sniper,1
19722,Ski Sport: Jumping VR,1
19723,Ski-World Simulator,1
19724,SkiFy,1
19725,Skill Master VR -- Learn Meditation,1
19726,Skills Hockey VR,1
19727,Skilltree Saga,1
19728,Skinny,1
19729,Skinscape,1
19730,Skip's Sanity,1
19731,Skipper - Puzzle Across The Sea,1
19732,Skirmish Line,1
19733,Skool Daze Reskooled,1
19734,Skript,1
19735,Skull Rush,1
19736,Skullgirls,1
19737,Skulls of the Shogun,1
19738,Skully Pinball,1
19739,Sky Ball,1
19740,Sky Battles,1
19741,Sky Break,1
19742,Sky Clash: Lords of Clans 3D,1
19743,Sky Climbers,1
19744,Sky Conqueror,1
19745,Sky Dodge,1
19746,Sky Flight,1
19747,Sky Force Anniversary,1
19748,Sky Force Reloaded,1
19749,Sky Gamblers: Storm Raiders,1
19750,Sky Hawk,1
19751,Sky Hunter,1
19752,Sky Is Arrows,1
19753,Sky Jac,1
19754,Sky Jump,1
19755,Sky Knights,1
19756,Sky Mercenaries,1
19757,Sky Noon,1
19758,Sky Reaper,1
19759,Sky Road,1
19760,Sky Rogue,1
19761,Sky Sanctuary,1
19762,Sky To Fly: Faster Than Wind,1
19763,Sky Tower,1
19764,Sky Valley,1
19765,Sky to Fly: Soulless Leviathan,1
19766,SkyBoats,1
19767,SkyDrift,1
19768,SkyScrappers,1
19769,SkyTime,1
19770,Skyborn,1
19771,SkydiVeR,1
19772,Skydiving Simulator VR,1
19773,Skyfall,1
19774,Skyforge,1
19775,Skyfront VR,1
19776,Skyhook,1
19777,Skyland Defense,1
19778,Skyland: Heart of the Mountain,1
19779,Skylands,1
19780,Skylar & Plux: Adventure On Clover Island,1
19781,Skylight,1
19782,Skyling: Garden Defense,1
19783,Skynet Rising : Portal to the Past,1
19784,Skyraine,1
19785,Skyreach,1
19786,Skyscraper Simulator,1
19787,Skyscrapers Puzzle: Airi's tale,1
19788,Skyshine's BEDLAM,1
19789,Skytropolis,1
19790,Skyward Collapse,1
19791,Skyway,1
19792,Skyworld,1
19793,Skyworld: Kingdom Brawl,1
19794,Skywriter,1
19795,Slab,1
19796,Slabs,1
19797,Slain: Back from Hell,1
19798,Slam,1
19799,Slam Bolt Scrappers,1
19800,Slam Fighter II,1
19801,SlamIt Pinball Big Score,1
19802,Slamdunk VR,1
19803,Slamoids!,1
19804,Slap City,1
19805,Slap The Fly,1
19806,Slap Village: Reality Slap,1
19807,Slapshot,1
19808,Slash It,1
19809,Slash It 2,1
19810,Slash It Ultimate,1
19811,Slash or Die,1
19812,Slash or Die 2,1
19813,Slash/Dots.,1
19814,Slasher VR,1
19815,Slasher's Keep,1
19816,Slashers: The Power Battle,1
19817,Slashy Hero,1
19818,Slave Ghost,1
19819,Slave Master: The Game,1
19820,Slave Zero,1
19821,Slave's Sword,1
19822,Slave's Sword 2,1
19823,Slavistan,1
19824,Slay,1
19825,Slay All Goblins,1
19826,Slay The Dragon,1
19827,Slay Together,1
19828,Slay the Spire,1
19829,Slay.one,1
19830,Slayaway Camp,1
19831,Slayer Of Traitors,1
19832,Slayer Shock,1
19833,Sledgehammer / Gear Grinder,1
19834,Sleep Attack,1
19835,Sleep Tight,1
19836,Sleeping Dawn,1
19837,Sleeping Dawn VR,1
19838,Sleeping Dogs: Definitive Edition,1
19839,Sleeping Valley,1
19840,Sleepwalker,1
19841,Sleight,1
19842,Slender: The Arrival,1
19843,Slice of Life,1
19844,Slice the Ice,1
19845,Slice&Dice,2
19846,"Slice, Dice & Rice",1
19847,Slide Ride Arcade,1
19848,Slide!!,1
19849,Slider,1
19850,Sliding Blocks,1
19851,Slightly Heroes VR,1
19852,Slightly Magic - 8bit Legacy Edition,1
19853,Slime & Friends,1
19854,Slime Adventure,1
19855,Slime Age: Parody MMORPG Clicker,1
19856,Slime CCG,1
19857,Slime Crunch,1
19858,Slime Jumper,1
19859,Slime Kingdom,1
19860,Slime Rancher,1
19861,Slime Research,1
19862,Slime Simulator Games,1
19863,Slime Sports,1
19864,Slime-san: Blackbird's Kraken,1
19865,Slime-san: Sheeple’s Sequel,1
19866,Slime-san: Superslime Edition,1
19867,SlimeGear,1
19868,Slimebrawl,1
19869,Sling Ming,1
19870,Slingshot Cowboy VR,1
19871,Slingshot Explorer: The Twelve Towers,1
19872,Slingshot Puzzle,1
19873,Slingshot people,1
19874,Slinki,1
19875,Slip,1
19876,SlipDrive,1
19877,Slippingcers,1
19878,Slipstream,1
19879,Slipstream 5000,1
19880,Slither Link,1
19881,Sliver-Sclicker,1
19882,Slizer Battle Management System,1
19883,Sloppy Goat,1
19884,"Slow Down, Bull",1
19885,Slow.Bullet VR,1
19886,Slowdrive,1
19887,Slug Blast,1
19888,Sluggish Morss: Days of the Purple Sun,1
19889,Slugs Destroyer,1
19890,Slum Ball VR Tournament,1
19891,Slumlord Simulator,1
19892,Sly Pigs,1
19893,Slybots: Frantic Zone,1
19894,Slymes,1
19895,Smackitball,1
19896,Small Radios Big Televisions,1
19897,Small Sister,1
19898,Small Town Terrors Pilgrim's Hook Collector's Edition,1
19899,Small Town Terrors: Livingston,1
19900,Small World 2,1
19901,Small person,1
19902,Smart Cube,1
19903,Smart Mummy,1
19904,SmartBoy,1
19905,Smartphone Tycoon,1
19906,SmartyTale 2D,1
19907,Smash Halloween Pumpkins: The Challenge,1
19908,Smash Party VR,1
19909,Smash Pixel Racing,1
19910,Smash Up: Conquer the bases with your factions,1
19911,Smash team,1
19912,Smashbox Arena,1
19913,Smashing The Battle VR,1
19914,Smell Of Death,1
19915,Smile'N'Slide,1
19916,Smith and Winston,1
19917,Smithy,1
19918,Smoke and Sacrifice,1
19919,Smoker The Car Game,1
19920,Smooth Operators,1
19921,Smoots Tennis Survival Zombie,1
19922,Smoots World Cup Tennis,1
19923,SmuggleCraft,1
19924,Smugglers 5,1
19925,Smugglers 5: Invasion,1
19926,Snail Bob 2: Tiny Troubles,1
19927,Snail Racer EXTREME,1
19928,Snail Trek - Chapter 1: Intershellar,1
19929,Snail Trek - Chapter 2: A Snail Of Two Worlds,1
19930,Snail Trek - Chapter 3: Lettuce Be,1
19931,Snail Trek - Chapter 4: The Final Fondue,1
19932,Snailiens,1
19933,Snails,1
19934,SnakEscape [REMASTERED],1
19935,Snake 3D Adventures,1
19936,Snake Blocks,1
19937,Snake Classic,1
19938,Snake Eyes Dungeon,1
19939,Snake Party,1
19940,Snake Pass,1
19941,Snake Treasure Chest,1
19942,Snake VS Block Numbers,1
19943,Snake couple,1
19944,Snake vs Snake,1
19945,"Snake, snake, snake!",1
19946,Snake: Road to apple,1
19947,Snakebird,1
19948,Snakebird Primer,1
19949,Snakeez,1
19950,Snakelike,1
19951,Snakes - N - Ladders : Origins - Episode 1,1
19952,Snakes on an Extradimensional Plane,1
19953,Snappy Turtle Ultimate,1
19954,Snapshot,1
19955,Snares of Ruin,1
19956,Snares of Ruin Zero,1
19957,SnarfQuest Tales,1
19958,"SnarfQuest Tales, Episode 1: The Beginning",1
19959,Sneak Thief,1
19960,Sneaky Bears,1
19961,Sneaky Sneaky,1
19962,Snik,1
19963,SnipZ,1
19964,Sniper 3D Assassin: Free to Play,1
19965,Sniper Art of Victory,1
19966,Sniper Elite,1
19967,Sniper Elite 3,1
19968,Sniper Elite 4,1
19969,Sniper Elite: Nazi Zombie Army,1
19970,Sniper Fodder,1
19971,Sniper Fury,1
19972,Sniper Ghost Warrior 3,1
19973,Sniper Hunter Adventure 3D,1
19974,Sniper Rust VR,1
19975,Sniper Squad Mission,1
19976,Sniper Strike: Special Ops,1
19977,Sniper Tactical,1
19978,Sniper: Ghost Warrior,1
19979,Sniper: Ghost Warrior 2,1
19980,Snipiyo / スナイピヨ,1
19981,Snood,1
19982,Snooker 19,1
19983,Snooker Nation Championship,1
19984,Snooker-online multiplayer snooker game!,1
19985,Snow Ash Land,1
19986,Snow Battle Princess SAYUKI | 雪ん娘大旋風,1
19987,Snow Fall,1
19988,Snow Fortress,1
19989,Snow Games VR,1
19990,Snow Horse,1
19991,Snow Light,1
19992,Snow Moto Racing Freedom,1
19993,Snow White Solitaire. Charmed Kingdom,1
19994,Snow White Solitaire. Legacy of Dwarves,1
19995,SnowNight,1
19996,Snowball Rush,1
19997,Snowball Saves Summer,1
19998,Snowball!,1
19999,Snowballed: Crazy Downhill,1
20000,Snowcat Simulator,1
20001,Snowday,1
20002,Snowflake's Chance,1
20003,Snowglobe,1
20004,Snowmania,1
20005,Snuggle Truck,1
20006,So Long Earth,1
20007,So Long Grandma,1
20008,So Many Cubes,1
20009,So Many Me,1
20010,"So, uh... a spaceship crashed in my yard.",1
20011,SoM Soul Of Mask,1
20012,SoTo,1
20013,Sobreviva,1
20014,Soccer Battle Royale,1
20015,Soccer Manager,1
20016,Soccer Manager 2015,1
20017,Soccer Manager 2016,1
20018,Soccer Manager 2017,1
20019,Soccer Manager 2018,1
20020,Soccer Manager 2019,1
20021,Soccer Nations Battle,1
20022,Soccer Pinball Thrills,1
20023,Soccer Player Simulator,1
20024,Soccer Rage,1
20025,Soccer Simulation,1
20026,Soccer Versus,1
20027,Soccering,1
20028,Soccertron,1
20029,Sociable Soccer,1
20030,Social Club VR : Casino Nights,1
20031,Social Justice Warriors,1
20032,Socketeer,1
20033,Sockman,1
20034,Soda Drinker Pro,1
20035,Soda Dungeon,1
20036,Soda Girls,1
20037,Soda Star,1
20038,SodaCity,1
20039,Soft Body,1
20040,Software Inc.,1
20041,SojournVR,1
20042,Sojourner,1
20043,Soko Match,1
20044,Sokoban Land DX,1
20045,Sokoban: The RPG,1
20046,Sokobond,1
20047,Sol 0: Mars Colonization,1
20048,Sol Galaxy Defender,1
20049,Sol Survivor,1
20050,Sol Trader,1
20051,Sol705,1
20052,Solace Crafting,1
20053,Solar 2,1
20054,Solar Battle Glargaz,1
20055,Solar Collector,1
20056,Solar Explorer: New Dawn,1
20057,Solar Fighters,1
20058,Solar Flux,1
20059,Solar Settlers,1
20060,Solar Shifter EX,1
20061,Solar Struggle,1
20062,Solar System,1
20063,Solar System Conflict,1
20064,Solar System Journey VR,1
20065,Solar War,1
20066,Solar Wind,1
20067,SolarGun,1
20068,Solaria Moon,1
20069,Solaright,1
20070,Solarium,1
20071,Solarix,1
20072,Solaroids: Prologue,1
20073,Solas and the White Winter,1
20074,Soldier Killer,1
20075,Soldier Sortie :VR Agent 006,1
20076,Soldier of Failure,1
20077,Soldier of Failure 2,1
20078,Soldier of Failure: Operation Zombie,1
20079,Soldiers Lost Forever (1914-1918),1
20080,Soldiers Of Freedom,1
20081,Soldiers of Heaven VR,1
20082,Soldiers of the Universe,1
20083,Soldiers: Heroes of World War II,1
20084,Solenars Edge Heroes,1
20085,Solenars Edge Rebirth,1
20086,Solid Aether,1
20087,Solitaire,2
20088,Solitaire - Cat Pirate Portrait,1
20089,Solitaire 220 Plus,1
20090,Solitaire Beach Season,1
20091,Solitaire Bliss Collection,1
20092,Solitaire Christmas. Match 2 Cards,1
20093,Solitaire Club,1
20094,Solitaire Knights,1
20095,Solitaire Mystery: Stolen Power,1
20096,Solitaire Royale,1
20097,Solitaire VR,1
20098,Solitaire. Dragon Light,1
20099,Solitaire: Learn Chemistry,1
20100,Solitaire: Learn the Flags!,1
20101,Solitairica,1
20102,Solitude - Escape of Head,1
20103,Solmec: Among Stars,1
20104,Solmec: Colony Adrift,1
20105,Solmec: Hollow Planet,1
20106,Solo,1
20107,Solstice,1
20108,Solstice Chronicles: MIA,1
20109,Soma Spirits: Rebalance,1
20110,Something is wrong/有毛病,1
20111,Sometimes: Success Requires Sacrifice,1
20112,Somewhere on Zibylon,1
20113,Sommad,1
20114,Somnium Space,1
20115,Son Korsan,1
20116,Son of Nor,1
20117,Son of Scoregasm,1
20118,Son of a Witch,1
20119,Son.Light.Sleepwalker,1
20120,Sonar Beat,1
20121,Sonder. Episode ONE,1
20122,Song Animals,1
20123,Song Samurai,1
20124,Song of Memories (Complete Scenario),1
20125,Song of the Deep,1
20126,Song of the Myrne: What Lies Beneath,1
20127,Songbringer,1
20128,Songs2See,1
20129,Sonic & SEGA All-Stars Racing,1
20130,Sonic Adventure 2,1
20131,Sonic Forces,1
20132,Sonic Generations Collection,1
20133,Sonic Hunter VR,1
20134,Sonic Lost World,1
20135,Sonic Mania,1
20136,Sonic the Hedgehog 4 - Episode II,1
20137,Sonicomi,1
20138,Sonny,1
20139,Sons of Triskelion,1
20140,Sonya: The Great Adventure,1
20141,Sophica - Temples Of Mystery,1
20142,Sophie's Curse,1
20143,Sophie's Guardian,1
20144,Sophisticated Puzzle,1
20145,Sophont,1
20146,Sopwith VR,1
20147,Sora,1
20148,Sorcerer King: Rivals,1
20149,Sorcerer's Dream,1
20150,Sorcerer's Path,1
20151,Sorcery Is for Saps,1
20152,Sorcery Jokers All Ages Version,1
20153,Sorcery Saga: Curse of the Great Curry God,1
20154,Sorcery! Part 3,1
20155,Sorcery! Part 4,1
20156,Sorcery! Parts 1 and 2,1
20157,Sordwin: The Evertree Saga,1
20158,Sorgina: A Tale of Witches,1
20159,"Sorry, James",1
20160,Sorry. (Entschuldigung) ~ A Psychological Horror Visual Novel,1
20161,Sort 'Em,1
20162,Sort the Cube,1
20163,Sos i Pie Sos,1
20164,Soul Axiom,1
20165,Soul Gambler,1
20166,Soul Grabber,1
20167,Soul Harvest,1
20168,Soul Locus,1
20169,Soul Saber 2,1
20170,Soul Searching,1
20171,Soul Smith of the Kingdom,1
20172,Soul for two,1
20173,Soul of the Devil,1
20174,Soul-Ivy: C0,1
20175,SoulCraft,1
20176,SoulFrost,1
20177,SoulHunt,1
20178,SoulSaverOnline,1
20179,SoulSet,1
20180,SoulWorker - Anime Action MMO,1
20181,Souland,1
20182,Soulblight,1
20183,Soulbringer,1
20184,Soulcaster: Part I & II,1
20185,Soulless: Ray Of Hope,1
20186,Soulslayer～灭魂·误佳期～,1
20187,Sound Shift,1
20188,Sound Slide,1
20189,Sound Soarer,1
20190,Sound of Drop - fall into poison -,1
20191,SoundLites,1
20192,Soundboxing,1
20193,Soundodger+,1
20194,Sounds of Her Love,1
20195,Sounds of Music,1
20196,Sounds of Talent: Kpop Adventure,1
20197,Sounds of Verity,1
20198,Soundscape Classic,1
20199,Soundscape VR,1
20200,Soup: the Game,1
20201,Source :beginning,1
20202,Source Filmmaker,1
20203,South Park™: The Fractured But Whole™,1
20204,South Park™: The Stick of Truth™,1
20205,Sovereignty: Crown of Kings,1
20206,Soviet City,1
20207,Soviet Monsters: Ekranoplans,1
20208,Spa Mania,1
20209,Spa Mania 2,1
20210,Space - The Return Of The Pixxelfrazzer,1
20211,Space Ace,1
20212,Space Ark,1
20213,Space Armor 2,1
20214,Space Badminton VR,1
20215,Space Ball,1
20216,Space Battle VR,1
20217,Space Battlecruiser,1
20218,Space Beast Terror Fright,1
20219,Space Beret,1
20220,Space Between Worlds,1
20221,Space Bit Attack,1
20222,Space Bob vs. The Replicons,1
20223,Space Bugs,1
20224,Space Captain McCallery - Episode 1: Crash Landing,1
20225,Space Captain McCallery - Episode 2: Pilgrims in Purple Moss,1
20226,Space Cat,1
20227,Space Channel 5: Part 2,1
20228,Space Chaos,1
20229,Space Chip,1
20230,Space Codex,1
20231,Space Colonizers,1
20232,Space Colony: Steam Edition,1
20233,Space Conquest,1
20234,Space Cruise,1
20235,Space Dragon,1
20236,Space Drift Squad,1
20237,Space Drifters 2D,1
20238,Space Drop,1
20239,Space Duty,1
20240,Space Elite Force,1
20241,Space Empires IV Deluxe,1
20242,Space Empires V,1
20243,Space Engineers,1
20244,Space Escape!,1
20245,Space Farmers,1
20246,Space Fighter,1
20247,Space Fighters,1
20248,Space Fist,1
20249,Space Flowers,1
20250,Space Food Truck,1
20251,Space Force,1
20252,Space Fox Kimi,1
20253,Space Fuss,1
20254,Space Geekz - The Crunchy Flakes Conspiracy,1
20255,Space Ghost Pirate Zombie Slayer,1
20256,Space Giraffe,1
20257,Space Gladiator,1
20258,Space God,1
20259,Space Googy,1
20260,Space Grunts,1
20261,Space Guard,1
20262,Space Hero Line,1
20263,Space Hit,1
20264,Space Hodsola,1
20265,Space Hodsola 2,1
20266,Space Hole 2016,1
20267,Space Hole 2018,1
20268,Space Hotel,1
20269,Space Hulk,1
20270,Space Hulk: Ascension,1
20271,Space Hulk: Deathwing - Enhanced Edition,1
20272,Space Hulk: Tactics,1
20273,Space Impact Glitch,1
20274,Space Impossible,1
20275,Space Incident,1
20276,Space Invaders Extreme,1
20277,Space Jammers,1
20278,Space Jones VR,1
20279,Space Jump Cat,1
